"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ACO2",8167.29187637983,4.76252595952389e-07,0.00144269290840803,0.705298284528039,0.999991371923663
"ACOT1",250.09586993549,-3.26703256322973e-07,0.00144269393598057,0.718153807989472,0.999991371923663
"ACOT11",914.146482330044,-2.24946903885856e-06,0.0014426941170425,0.0583971816434212,0.999991371923663
"ACOT13",711.534688275443,-6.64332688452068e-07,0.00144269326524317,0.566771089297538,0.999991371923663
"ACOT2",935.861660140221,-1.98077145603519e-06,0.00144269432897426,0.0607796941106655,0.999991371923663
"ACOT4",209.350239685597,-6.76978813429838e-07,0.00144269384619961,0.48315172474429,0.999991371923663
"ACOT7",1237.80489879255,4.57772882429833e-07,0.00144269358164646,0.657345402633515,0.999991371923663
"ACOT8",993.212643570717,2.41054324903752e-07,0.00144269281461904,0.848793451967865,0.999991371923663
"ACOT9",1798.38298350555,-1.08167770260076e-06,0.00144269384545662,0.290129222806854,0.999991371923663
"ACOX1",3277.42619084391,-5.9197879479668e-07,0.00144269397791591,0.515619356919815,0.999991371923663
"ACOX2",653.97603867758,-1.52514766538618e-06,0.00144269541253144,2.55650290267381e-06,0.00132000766541391
"ACOX3",2177.57885792649,-2.38654576444966e-07,0.00144269340071965,0.829019186386525,0.999991371923663
"ACOXL",259.008493534259,1.2757764488413e-06,0.00144269506968699,0.0154506890894851,0.528279569094224
"ACP1",1659.81679688456,4.42112910294605e-07,0.00144269259973065,0.739505751098179,0.999991371923663
"ACP2",3659.83806372579,-1.19187676274075e-06,0.00144269328845376,0.326011579729635,0.999991371923663
"ACP5",7358.25988671873,-1.90181975495639e-06,0.00144269517143956,0.00703446706902704,0.342457955397576
"ACP6",641.011977285872,3.30376817639278e-07,0.00144269357271861,0.748876033811894,0.999991371923663
"ACPP",193.619813585786,-2.51501729687456e-07,0.00144269413146623,0.751806083450206,0.999991371923663
"ACR",73.4384438461287,-6.18184519985021e-08,0.00144269433528113,0.936801706476759,0.999991371923663
"ACRBP",378.458710541908,-5.37673281249961e-07,0.00144269410172548,0.526822811240925,0.999991371923663
"ACRC",922.897113600719,7.18382862042549e-07,0.00144269364551685,0.493704039150249,0.999991371923663
"ACSF2",2043.640604077,-4.38796825865923e-07,0.0014426930569127,0.71600501379733,0.999991371923663
"ACSF3",2633.8408723818,6.02429036220809e-07,0.00144269323627383,0.604924582492577,0.999991371923663
"ACSL1",5183.96990818875,-1.24073391121156e-06,0.00144269393552919,0.224550131693896,0.999991371923663
"ACSL3",7859.56662641334,-7.78505714566854e-07,0.00144269286468065,0.548807725169159,0.999991371923663
"ACSL4",5759.80653057777,-2.59184592708734e-07,0.00144269394252122,0.764840285912186,0.999991371923663
"ACSL5",2594.82533911254,1.00933056010614e-07,0.00144269440104788,0.890592603389276,0.999991371923663
"ACSL6",418.633605856039,3.36859048252429e-07,0.00144269473730247,0.485432073245679,0.999991371923663
"ACSM1",60.4170719739639,2.09408875153792e-07,0.00144269463539876,0.70030435407276,0.999991371923663
"ACSM3",230.088587220372,-7.11814278881452e-07,0.00144269382327339,0.460853475033581,0.999991371923663
"ACSM5",228.375673396619,-1.14081345878014e-06,0.00144269384092691,0.265968618751166,0.999991371923663
"ACSS1",2078.15037794451,-3.98884229037297e-08,0.00144269339166303,0.966817171894969,0.999991371923663
